city,lat,lng,population,density
Watsonville,36.9206,-121.7708,76285,3016
Hammond,41.6168,-87.4909,76141,1293
Baytown,29.7587,-94.9671,76089,793
Wausau,44.962,-89.6459,76016,777
Wyoming,42.8908,-85.7066,75999,1186
Alexandria,31.2923,-92.4702,75835,630
Hammond,30.5061,-90.4563,75688,565
Baldwin Park,34.0829,-117.9722,75659,4404
Carmichael,38.6318,-121.3263,75642,1904
Battle Creek,42.2985,-85.2296,75608,463
Bethlehem,40.6266,-75.3679,75571,1526
Fajardo,18.3331,-65.6589,75549,1156
Gary,41.5905,-87.3473,75486,585
Georgetown,30.666,-97.6966,75470,508
Missouri City,29.563,-95.5365,75348,1002
Oshkosh,44.0227,-88.5619,75204,953
Milpitas,37.4336,-121.8921,75182,2153
Arlington Heights,42.0955,-87.9826,75071,1745
Union City,37.6032,-122.0181,75067,1510
Wheeling,40.0752,-80.6951,75065,758
Harrisonburg,38.4362,-78.8735,74901,1192
Winchester,39.1735,-78.1746,74593,1172
Buckeye,33.4314,-112.6429,74467,73
Rancho Cordova,38.5737,-121.2527,74394,830
Pocatello,42.8724,-112.4647,74359,648
Rochester Hills,42.6645,-83.1563,74340,874
Bolingbrook,41.6901,-88.1021,74319,1154
Pasco,46.2506,-119.1305,74266,844
Hilton Head Island,32.1896,-80.7499,74248,373
Centreville,38.839,-77.4389,74230,2401
Mansfield,40.7656,-82.5275,74021,581
Evanston,42.0464,-87.6943,73979,3671
Camden,39.9361,-75.1073,73742,3191
South Jordan,40.557,-111.9784,73695,1282
Jonesboro,35.8212,-90.6791,73631,372
Lake Jackson,29.0516,-95.4521,73478,533
Schaumburg,42.0308,-88.0838,73392,1468
Altoona,40.5082,-78.4007,73374,1722
Apple Valley,34.5352,-117.2109,73339,367
Conway,35.0753,-92.4692,73279,559
Ellicott City,39.2774,-76.8345,73272,942
Owensboro,37.7575,-87.1172,73115,1124
Caguas,18.2319,-66.0388,73040,2587
Southfield,42.4765,-83.2605,72966,1073
Framingham,42.3085,-71.4368,72846,1123
Cleveland,35.1817,-84.8707,72589,642
New Britain,41.6759,-72.7862,72543,2090
Waukesha,43.0087,-88.2464,72419,1095
Dale City,38.6473,-77.3459,72062,1953
Janesville,42.6854,-89.0135,71907,728
Lauderhill,26.1605,-80.2241,71827,3255
Pawtucket,41.8744,-71.3743,71821,3199
Juana Díaz,18.0532,-66.5044,71759,1913
Pittsburg,38.0182,-121.8965,71723,1566
Redlands,34.0512,-117.1712,71680,768
Maple Grove,45.1089,-93.4626,71569,848
Mansfield,32.569,-97.1213,71419,752
Woodbury,44.9057,-92.923,71298,788
Wenatchee,47.436,-120.3295,71119,1250
Jackson,35.6538,-88.8354,71004,442
Weston,26.1006,-80.4054,70965,1114
San Marcos,29.8734,-97.9356,70864,694
Wilmington,39.7415,-75.5416,70655,2503
St. Charles,38.7954,-90.5157,70650,1099
Eldersburg,39.4041,-76.9528,70639,296
North Richland Hills,32.8604,-97.218,70585,1500
Casas Adobes,32.3423,-111.0113,70516,1021
Sheboygan,43.7403,-87.7316,70234,1188
Lodi,38.1218,-121.2932,70049,1884
Walnut Creek,37.9024,-122.0399,69836,1364
Passaic,40.8574,-74.1282,69789,8600
Bristol,36.5572,-82.2154,69734,318
Decatur,34.5731,-86.9905,69710,386
West Bend,43.4173,-88.1818,69672,785
Glen Burnie,39.156,-76.6071,69649,1553
Lynwood,33.924,-118.2016,69625,5553
Dothan,31.2336,-85.407,69586,294
Broomfield,39.9542,-105.0526,69444,813
Lima,40.741,-84.112,69440,1046
Florida,18.3643,-66.5611,69427,1170
Homestead,25.4665,-80.4472,68937,1764
Delray Beach,26.455,-80.0905,68916,1672
Daytona Beach,29.1995,-81.0982,68711,404
Bossier City,32.5224,-93.6668,68286,601
Poinciana,28.1217,-81.4821,68280,366
Parkersburg,39.2623,-81.542,68217,974
Rockville,39.0834,-77.1553,68155,1934
Yorba Linda,33.889,-117.7714,68103,1317
Union City,40.7675,-74.0323,68073,20421
Palo Alto,37.3905,-122.1468,67973,1089
Redmond,47.6763,-122.1169,67959,1583
Longview,46.1461,-122.963,67958,989
Bay City,43.5902,-83.8887,67917,1249
Dubuque,42.5002,-90.707,67916,725
Porterville,36.0643,-119.0338,67887,1222
Gaithersburg,39.1346,-77.2131,67878,2539
Palatine,42.118,-88.043,67875,1927
Rogers,36.317,-94.1531,67787,672
Mount Vernon,48.4203,-122.3115,67767,1114
El Paso de Robles,35.6394,-120.656,67696,618
Mount Vernon,40.9136,-73.8291,67623,5943
Sherman,33.6273,-96.6221,67210,361
Rocklin,38.8075,-121.2489,67070,1307
Hanover,39.8118,-76.9836,67037,1637
Rome,34.2662,-85.1863,66998,445
Lehi,40.4136,-111.8725,66980,920
South San Francisco,37.6538,-122.4196,66878,2805
Kenner,30.0109,-90.2549,66759,1732
Guaynabo,18.3832,-66.1134,66751,2139
West Des Moines,41.5521,-93.7806,66724,545
Redondo Beach,33.8577,-118.3765,66663,4148
DeKalb,41.9314,-88.7481,66624,1027
Petaluma,38.2423,-122.6266,66609,1630
Alpharetta,34.0704,-84.2738,66566,955
Carbondale,37.7221,-89.2237,66482,563
Tamarac,26.2056,-80.2539,66432,2213
Victoria,28.8287,-96.9849,66427,692
Albany,44.6272,-123.0965,66405,1190
Eagan,44.817,-93.1638,66377,821
Saratoga Springs,43.0674,-73.7775,66290,385
Corvallis,44.5698,-123.2779,66090,1586
North Little Rock,34.7807,-92.2371,66079,487
Glens Falls,43.3109,-73.6458,66024,1436
Michigan City,41.7092,-86.869,65946,590
Ames,42.0256,-93.6217,65864,928
Shawnee,39.0158,-94.8076,65844,605
Eastvale,33.9617,-117.5803,65766,2003
Lakeville,44.6774,-93.252,65710,698
Weirton,40.406,-80.5671,65447,394
Rowlett,32.9155,-96.5489,65426,1217
Guayama,17.9743,-66.1104,65343,2100
Schenectady,42.8025,-73.9275,65336,2337
Sammamish,47.6017,-122.0416,65265,1233
Castle Rock,39.3763,-104.8535,65176,733
Jupiter,26.92,-80.1128,65139,1162
Bayonne,40.6668,-74.1158,65112,4318
Bethesda,38.9866,-77.1188,65092,1895
Blaine,45.1696,-93.2077,65048,763
Laguna Niguel,33.5275,-117.705,65048,1704
Wellington,26.6461,-80.2699,64990,558
San Clemente,33.4499,-117.6102,64929,1365
Florence-Graham,33.9682,-118.2447,64787,7127
Ankeny,41.7288,-93.6031,64744,826
East Orange,40.7651,-74.2117,64650,6355
Tulare,36.1995,-119.34,64546,1222
Eden Prairie,44.8488,-93.4595,64481,765
Noblesville,40.0355,-86.0042,64430,724
Castro Valley,37.7088,-122.0626,64392,1475
Port Charlotte,26.9918,-82.114,64335,872
Lake Elsinore,33.6847,-117.3344,64201,648
Fairbanks,64.8353,-147.6533,64160,382
South Hill,47.1198,-122.2853,64104,1331
Twin Rivers,40.2631,-74.4917,64012,2208
Bellevue,41.1485,-95.939,63970,1168
Casper,42.842,-106.3208,63962,847
Dublin,37.7161,-121.8963,63856,1618
Dundalk,39.2704,-76.4942,63826,1882
Port Orange,29.1085,-81.0137,63815,919
Haverhill,42.7838,-71.0871,63783,745
Grand Forks,47.9214,-97.0884,63767,783
The Hammocks,25.67,-80.4482,63687,3117
Pflugerville,30.4515,-97.6018,63610,961
Elmira,42.0938,-76.8097,63404,1450
Skokie,42.036,-87.74,63300,2428
Sebring,27.477,-81.453,63287,398
Brentwood,37.9356,-121.719,63013,1636
Encinitas,33.0492,-117.261,62967,1275
La Habra,33.9282,-117.9515,62787,3207
Brentwood,40.7839,-73.2522,62743,2212
Springfield,44.0538,-122.9811,62729,1528
Coon Rapids,45.1755,-93.3094,62706,1070
Montebello,34.0155,-118.1108,62697,2906
Waltham,42.3889,-71.2423,62597,1896
Pico Rivera,33.9901,-118.0888,62507,2902
North Miami,25.9008,-80.1686,62468,2860
Council Bluffs,41.2369,-95.8516,62376,560
Doral,25.8152,-80.3565,62367,1741
Hamilton,39.3939,-84.5653,62162,1118
Great Falls,47.5022,-111.2996,62112,985
Rocky Mount,35.9685,-77.804,61952,466
Chapel Hill,35.9271,-79.0391,61912,1107
Palm Harbor,28.0847,-82.7481,61787,1375
Moore,35.3293,-97.4757,61683,1085
Burnsville,44.7648,-93.2793,61536,952
Spring,30.0613,-95.383,61514,1056
Reston,38.9497,-77.3461,61418,1545
National City,32.6654,-117.0983,61342,3246
Taylor,42.226,-83.2688,61164,999
Coconut Creek,26.2803,-80.1842,60935,2106
Millcreek,40.6892,-111.8292,60828,1839
Malden,42.4305,-71.0576,60710,4646
Marietta,33.9533,-84.5422,60687,999
Leander,30.5728,-97.8618,60613,624
Monterey Park,34.0497,-118.1326,60597,3049
Lakewood,47.1628,-122.5299,60564,1370
Wesley Chapel,28.2106,-82.3238,60534,532
Novi,42.4786,-83.4893,60439,771
Sanford,28.7891,-81.2757,60337,987
La Mesa,32.7703,-117.0204,60208,2556
Bristol,41.6812,-72.9407,60039,877
Taylorsville,40.6569,-111.9493,59926,2132
West Allis,43.0068,-88.0296,59861,2030
Cupertino,37.3168,-122.0466,59799,2038
Woodland,38.6712,-121.75,59759,1506
Pontiac,42.6493,-83.2878,59714,1159
Meriden,41.5369,-72.7946,59512,968
Gardena,33.8943,-118.3072,59401,3934
Royal Oak,42.5084,-83.1539,59256,1940
Bartlett,35.2337,-89.8195,59252,708
St. Clair Shores,42.4925,-82.8961,59184,1956
San Rafael,37.9905,-122.5221,59178,1377
Fountainebleau,25.7723,-80.346,59174,5773
Greenwood,39.6019,-86.1073,58784,813
South Whittier,33.9336,-118.0312,58616,4239
Margate,26.2466,-80.2119,58465,2576
Orland Park,41.6075,-87.8619,58380,1023
Des Plaines,42.0345,-87.9008,58316,1581
Medford,42.4234,-71.1087,58290,2778
White Plains,41.022,-73.7547,58171,2306
Bowie,38.9549,-76.7406,58158,1098
Kokomo,40.464,-86.1277,58066,611
Hendersonville,36.3063,-86.5997,57888,711
Huntington Park,33.98,-118.2167,57761,7414
Towson,39.3944,-76.619,57542,1569
St. Peters,38.7825,-90.6061,57536,989
Santee,32.8554,-116.9851,57407,1340
Midwest City,35.463,-97.371,57392,908
Richland,46.2824,-119.2939,57353,564
Bradenton,27.4901,-82.5757,57346,1543
Taunton,41.9036,-71.0943,57327,473
Casa Grande,32.9069,-111.7624,57318,199
Huntersville,35.406,-80.8716,57288,535
Arcadia,34.1342,-118.0373,57053,2015
Palm Beach Gardens,26.8466,-80.1679,56979,374
Shoreline,47.7564,-122.3426,56835,1886
Caldwell,43.6453,-116.6594,56734,958
Euless,32.8508,-97.08,56334,1349
Smyrna,33.8633,-84.5168,56333,1398
Fountain Valley,33.7105,-117.9514,56118,2388
Tinley Park,41.567,-87.8049,56082,1345
New Brunswick,40.487,-74.445,55992,4131
Commerce City,39.8641,-104.843,55891,599
Diamond Bar,33.9992,-117.8161,55870,1450
Tamiami,25.7556,-80.4016,55757,3054
Kendale Lakes,25.7081,-80.4078,55732,2664
Dearborn Heights,42.3164,-83.2769,55630,1829
Lake Havasu City,34.5006,-114.3113,55463,462
Parker,39.5084,-104.7753,55460,958
Oak Lawn,41.7139,-87.7528,55432,2497
Blue Springs,39.0124,-94.2721,55415,954
Hacienda Heights,33.997,-117.9727,55386,1917
Highland,34.1113,-117.165,55339,1150
Kettering,39.6956,-84.1494,55271,1139
Carson City,39.1511,-119.7476,55244,147
Apex,35.7237,-78.8743,55220,969
Chicopee,42.1764,-72.5719,55186,930
Manhattan,39.1886,-96.6048,55045,1066
Southaven,34.9514,-89.9786,55026,513
Berwyn,41.8433,-87.7909,54850,5423
Cathedral City,33.8362,-116.4642,54812,940
Lenexa,38.9609,-94.8018,54804,621
Brookhaven,33.8743,-84.3314,54727,1808
Normal,40.5217,-88.9884,54699,1154
West Haven,41.2739,-72.9672,54666,1963
Stonecrest,33.6842,-84.1372,54665,564
Westchester,25.7471,-80.3523,54470,2644
Yucaipa,34.0336,-117.0429,54358,742
Colton,34.0538,-117.3255,54215,1346
Mount Prospect,42.0641,-87.9375,54165,1951
Grapevine,32.9343,-97.0742,54151,650
Tigard,45.4237,-122.7845,54149,1650
Paramount,33.8977,-118.1651,53949,4406
Aspen Hill,39.0927,-77.0826,53869,2189
Rosemead,34.0689,-118.0823,53850,4028
Elyria,41.376,-82.106,53844,1013
Novato,38.092,-122.5575,53781,755
Minnetonka,44.9322,-93.4598,53760,771
Leesburg,39.1057,-77.5544,53731,1673
Apple Valley,44.7457,-93.2004,53728,1229
Aloha,45.492,-122.8725,53724,2819
Summerville,33.0016,-80.1799,53643,1050
West Sacramento,38.5557,-121.5505,53574,963
Pinellas Park,27.8589,-82.7078,53486,1281
Revere,42.4189,-71.004,53400,3614
Severn,39.1355,-76.6956,53374,1123
Hoboken,40.7452,-74.0281,53283,16455
DeSoto,32.5992,-96.8633,53170,948
Wheaton,41.8561,-88.1085,53157,1813
St. Cloud,28.2363,-81.2779,53132,806
Palm Desert,33.7378,-116.3695,53087,764
Peabody,42.5335,-70.9725,53004,1260
Milford city ,41.2255,-73.0625,52902,932
Delano,35.7662,-119.2635,52821,1385
Apopka,28.7015,-81.5316,52795,589
West New York,40.7857,-74.0094,52778,20495
Edina,44.8914,-93.3602,52215,1304
Queen Creek,33.2454,-111.6173,52162,499
Oak Park,41.8872,-87.7899,52102,4280
Bentonville,36.3547,-94.2305,52070,594
Placentia,33.8807,-117.8553,52049,3039
Kentwood,42.8852,-85.5926,51780,955
Perth Amboy,40.5202,-74.2724,51589,4272
Burien,47.4762,-122.3394,51588,1984
Levittown,40.7241,-73.5125,51266,2905
Wylie,33.0362,-96.5161,51251,897
Grand Island,40.9218,-98.3586,51250,658
Florissant,38.7996,-90.3269,51220,1575
Wheaton,39.0492,-77.0573,51191,2865
Glendora,34.1449,-117.8467,51087,1010
Lacey,47.0462,-122.7933,50827,1140
Smyrna,35.9687,-86.5264,50820,594
Madison,34.7114,-86.7626,50717,644
Catalina Foothills,32.3046,-110.8838,50631,467
Collierville,35.047,-89.6987,50596,537
Methuen Town,42.734,-71.1889,50518,878
Hoffman Estates,42.064,-88.1468,50464,924
Country Club,25.9407,-80.3102,50436,4661
Aliso Viejo,33.5792,-117.7289,50385,2808
Maricopa,33.0408,-112.0011,50358,457
Galveston,29.2484,-94.8913,50307,473
Plainfield,40.6154,-74.4157,50252,3255
Stillwater,36.1317,-97.0742,50183,650
Enid,36.4063,-97.87,50116,261
Lakewood,41.4822,-81.8008,50002,3483
Coral Gables,25.7037,-80.2715,49937,1491
Levittown,40.1533,-74.8531,49921,1871
Rowland Heights,33.9716,-117.8912,49914,1473
Twin Falls,42.5645,-114.4613,49819,993
Little Elm,33.1858,-96.9295,49792,1064
Kannapolis,35.4764,-80.6408,49788,587
Poway,32.9871,-117.0201,49780,491
North Bethesda,39.0393,-77.1191,49719,2163
Mishawaka,41.6742,-86.1666,49675,1073
West Lafayette,40.4432,-86.9238,49668,1411
Azusa,34.1386,-117.9124,49584,1981
Dunwoody,33.9418,-84.3122,49466,1466
Cerritos,33.8678,-118.0686,49388,2185
Wilson,35.7311,-77.9284,49310,613
Downers Grove,41.7949,-88.0172,49263,1298
Troy,42.7354,-73.6751,49253,1836
Portage,42.2,-85.5906,49224,588
Cuyahoga Falls,41.1641,-81.5207,49191,736
Bedford,32.8464,-97.135,49145,1891
Cypress,33.8171,-118.0386,49137,2868
Lawrence,39.8674,-85.9904,49020,939
Murray,40.6498,-111.8874,48969,1534
St. Louis Park,44.9488,-93.3649,48874,1775
Florin,38.4832,-121.4043,48839,2164
Columbus,39.2093,-85.9183,48820,670
San Jacinto,33.797,-116.9916,48786,725
North Highlands,38.6713,-121.3721,48660,2132
Draper,40.4957,-111.8605,48594,626
McLean,38.9436,-77.1943,48566,756
Tuckahoe,37.5878,-77.5858,48517,916
Antelope,38.7153,-121.361,48468,2737
East Lansing,42.748,-84.4836,48437,1392
Palm Springs,33.8017,-116.5382,48390,197
Ceres,37.5952,-120.962,48355,1965
University,28.0771,-82.4335,48339,2948
Cedar Hill,32.581,-96.9591,48337,521
Bozeman,45.6833,-111.0558,48330,905
Rancho Santa Margarita,33.6318,-117.5988,48280,1445
Beaumont,33.9076,-116.9766,48272,614
La Mirada,33.9025,-118.0093,48260,2382
Lincoln,38.8774,-121.2937,48150,769
Newark,37.5201,-122.0307,48148,1335
Wauwatosa,43.0616,-88.0347,48143,1405
Niagara Falls,43.0921,-79.0147,47978,1315
Jeffersonville,38.3376,-85.7026,47932,543
Minot,48.2375,-101.278,47834,677
Dublin,40.1112,-83.1454,47824,748
Covina,34.0903,-117.8818,47787,2622
Roswell,33.373,-104.5294,47751,620
Chesterfield,38.6589,-90.5803,47603,576
East Providence,41.8065,-71.3565,47442,1378
Ocoee,28.5796,-81.5332,47433,1174
San Luis Obispo,35.2669,-120.669,47402,1375
Beavercreek,39.731,-84.0624,47343,687
Glenview,42.0825,-87.8214,47218,1302
Marana,32.4355,-111.1558,47164,150
Roseville,42.5074,-82.9369,47160,1851
Burleson,32.517,-97.3344,47151,644
East Honolulu,21.2975,-157.7211,47132,791
El Dorado Hills,38.675,-121.049,47107,375
Mentor,41.6893,-81.3362,47075,653
Keller,32.9335,-97.2256,46885,986
Euclid,41.5903,-81.5188,46861,1698
Salina,38.8136,-97.6143,46706,699
Elmhurst,41.8973,-87.9432,46571,1759
Middletown,41.5476,-72.6549,46406,436
Bothell,47.7735,-122.2044,46386,1313
Titusville,28.5727,-80.8193,46307,611
Everett,42.4064,-71.0545,46275,5230
Potomac,39.0141,-77.1943,46256,710
Littleton,39.5915,-105.0188,46208,1412
Horizon West,28.4417,-81.6146,46204,544
Biloxi,30.4426,-88.9514,46042,414
Fort Pierce,27.4255,-80.3431,45855,744
Kyle,29.9932,-97.8852,45828,569
Coachella,33.6905,-116.143,45658,586
Oro Valley,32.4208,-110.9767,45303,501
Hilo,19.6883,-155.0863,45248,325
Herriman,40.4899,-112.017,45211,806
Rockwall,32.9169,-96.4374,45168,591
Pearl City,21.4031,-157.9566,45159,1911
Lake Ridge,38.6847,-77.3066,45111,1910
Attleboro,41.9311,-71.295,45023,649
Sicklerville,39.7452,-74.9934,44978,1000
Farmington,36.7555,-108.1823,44967,503
Oakland Park,26.178,-80.1528,44950,2303
Danville,37.8121,-121.9698,44933,959
Winter Garden,28.5421,-81.5967,44888,1064
Plainfield,41.6207,-88.2253,44857,700
Morgan Hill,37.1325,-121.6419,44789,1336
Strongsville,41.3128,-81.8313,44675,700
San Bruno,37.6256,-122.4313,44663,3141
Whitney,36.1008,-115.0379,44488,2522
Haltom City,32.8176,-97.2707,44300,1385
Hackensack,40.8891,-74.0462,44266,4077
Sayreville,40.4656,-74.3237,44243,1079
North Lauderdale,26.2113,-80.2209,44189,3691
Brea,33.9254,-117.8655,44182,1401
Cleveland Heights,41.5113,-81.5636,44176,2114
Ashburn,39.0277,-77.4714,44090,1112
Burke,38.7773,-77.2633,44077,1977
Wake Forest,35.9632,-78.514,44068,942
Bountiful,40.8721,-111.8647,43991,1287
Altamonte Springs,28.6615,-81.3953,43969,1867
Cutler Bay,25.5765,-80.3356,43928,1715
Urbandale,41.639,-93.7812,43879,752
Riverton,40.5176,-111.9636,43793,1343
The Colony,33.0925,-96.8976,43791,1206
Sierra Vista,31.563,-110.3153,43756,110
Lombard,41.8741,-88.0157,43755,1652
Peachtree Corners,33.967,-84.232,43516,1043
Concord,43.2305,-71.5595,43503,262
Prescott,34.5849,-112.4473,43463,373
Moorhead,46.8673,-96.7461,43409,752
Channelview,29.7914,-95.1144,43378,1162
Salem,42.5129,-70.9021,43350,2018
Ormond Beach,29.2985,-81.1014,43245,480
Altadena,34.1927,-118.1346,43037,1962
Freeport,40.6515,-73.585,42993,3625
Fond du Lac,43.7718,-88.4397,42944,862
Goose Creek,32.9927,-80.0055,42944,401
Campbell,37.2802,-121.9539,42891,2723
North Miami Beach,25.9302,-80.1659,42824,3413
Lompoc,34.6618,-120.4714,42753,1420
Brentwood,35.9918,-86.7758,42700,401
Mankato,44.1715,-93.9772,42685,853
Jefferson City,38.5676,-92.1759,42670,456
Farmers Branch,32.9272,-96.8804,42659,1386
Fairfield,39.3301,-84.5409,42623,789
Rohnert Park,38.3479,-122.6965,42559,2255
Woodbridge,38.6409,-77.258,42517,1819
Pittsfield,42.4517,-73.2605,42514,405
Hicksville,40.7637,-73.5245,42468,2414
Urbana,40.1107,-88.1973,42461,1385
Schertz,29.565,-98.2535,42433,510
Edmonds,47.8115,-122.3533,42347,1833
Linden,40.6251,-74.2383,42332,1529
Pine Bluff,34.2116,-92.0173,42323,369
West Babylon,40.7129,-73.3585,42316,1932
North Fort Myers,26.7244,-81.8485,42315,330
Odenton,39.0661,-76.6938,42258,1105
Annandale,38.8324,-77.196,42240,2078
Beverly,42.5681,-70.8627,42062,1076
Midland,43.6241,-84.2319,41922,470
Apache Junction,33.3985,-111.535,41863,460
Delaware,40.2851,-83.0741,41818,809
Spring Hill,35.7437,-86.9116,41797,602
Bell Gardens,33.9663,-118.155,41770,6558
Puyallup,47.1793,-122.2902,41666,1138
Huntsville,30.7009,-95.5567,41664,377
Trujillo Alto,18.3599,-66.0096,41659,2173
Oakley,37.9929,-121.6952,41656,1013
Westfield,40.0341,-86.1529,41652,517
La Quinta,33.6536,-116.2785,41650,456
Mableton,33.8133,-84.5655,41647,777
Rancho Palos Verdes,33.7554,-118.3634,41635,1193
Woonsocket,42.001,-71.4993,41616,2074
Catonsville,39.2646,-76.7424,41592,1150
Woodlawn,39.3054,-76.7489,41505,1680
Coppell,32.9639,-96.9903,41494,1111
Linton Hall,38.7551,-77.575,41426,1256
Shakopee,44.7745,-93.4772,41423,562
Grove City,39.8654,-83.069,41394,914
Westfield,42.1382,-72.7561,41303,344
Belleville,38.5164,-89.99,41256,685
Greenacres,26.627,-80.1371,41242,2681
Moline,41.4821,-90.492,41213,949
Kearny,40.7528,-74.1202,41190,1798
Shelton,41.306,-73.1383,41162,518
Weslaco,26.1599,-97.9877,41103,968
Findlay,41.0469,-83.6379,41098,807
Oviedo,28.658,-81.1872,41062,1023
Manassas,38.7479,-77.4838,41038,1609
Bartlett,41.9804,-88.2071,40894,1004
Bullhead City,35.1205,-114.5461,40808,265
Wilkes-Barre,41.2469,-75.876,40805,2300
Buffalo Grove,42.1675,-87.9615,40804,1647
Cedar Falls,42.5195,-92.4536,40750,541
Maplewood,44.9842,-93.0247,40684,921
Hutchinson,38.0671,-97.9081,40669,638
Danville,36.5831,-79.4088,40668,366
Coram,40.8812,-73.0059,40630,1134
Fitchburg,42.5912,-71.8156,40576,563
Covington,39.0334,-84.5166,40466,1183
Huber Heights,39.8595,-84.113,40465,703
Westerville,40.1241,-82.921,40443,1238
Lancaster,39.7248,-82.6049,40438,828
Wentzville,38.8153,-90.8669,40407,774
Woburn,42.4869,-71.1543,40297,1229
Gallatin,36.3782,-86.4698,40262,483
Valrico,27.9193,-82.2293,40259,1125
Newnan,33.3767,-84.7761,40227,801
Holyoke,42.2125,-72.6411,40161,732
Quincy,39.9336,-91.3799,40111,982
San Gabriel,34.0949,-118.099,40108,3737
Cape Girardeau,37.3109,-89.5597,40100,532
